Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Exeggcute (Shadow),58.7,102,grass,psychic,61.1,76,88,408941,17,500,Bullet Seed,Seed Bomb,Psychic,4,5,3,50000
Weedle (Shadow),58.7,13,bug,poison,63.9,54.6,111,387185,50,498,Bug Bite,Struggle,Frustration,34,24,1,10000
Bergmite,58.6,712,ice,none,64.2,71,84,382692,15.5,495,Bite,Crunch,Icy Wind,23,23,3,50000
Mime (Jr),58.6,439,psychic,fairy,73.2,87.7,53,340414,17.5,499,Confusion,Psyshock,Psychic,4,5,5,10000
Sewaddle,58.6,540,bug,grass,59.7,83,83,411740,20,497,Bug Bite,Seed Bomb,Silver Wind,15,15,1,10000
Bulbasaur (Shadow),58.4,1,grass,poison,68,70.8,76,366180,18,500,Vine Whip,Power Whip,Seed Bomb,7,6,3,10000
Litten,58.4,725,fire,none,76.9,54.2,78,324649,19,499,Ember,Crunch,Flamethrower,8,10,3,10000
Pansear,58.4,513,fire,none,66.1,64.3,89,378071,19.5,499,Fire Spin,Flame Charge,Crunch,5,5,3,50000
Pansage,58.3,511,grass,none,66.1,64.3,89,378071,19.5,499,Vine Whip,Seed Bomb,Crunch,6,6,3,50000
Rufflet,58.3,627,normal,flying,74.2,52,87,335730,13,499,Wing Attack,Brave Bird,Aerial Ace,7,6,5,75000
Finneon,58.2,456,water,none,60.3,76.5,89,410631,20,499,Water Gun,Ice Beam,Water Pulse,19,20,3,50000
Combee,58,415,bug,flying,56,81.9,96,439802,49,498,Bug Bite,Bug Buzz,,20,0,3,50000
Larvitar,58,246,rock,ground,69.5,60.9,85,359911,18.5,500,Bite,Crunch,Stomp,23,20,5,75000
Archen,57.9,566,rock,flying,91.7,43.5,67,267316,10,497,Wing Attack,Dragon Claw,Crunch,5,6,5,75000
Staryu,57.9,120,water,none,77.7,67.7,61,320945,17,499,Water Gun,Bubble Beam,Power Gem,14,20,3,50000
Elgyem,57.4,605,psychic,none,76.1,56,77,327820,13.5,499,Confusion,Psychic,Dark Pulse,5,5,3,50000
Bidoof (Shadow),57.1,399,normal,none,59.9,58.5,119,416894,28.5,499,Tackle,Grass Knot,Hyper Fang,17,17,1,10000
Farfetch'd (Galarian),57.1,83,fighting,none,80.6,57.2,67,308855,11,500,Fury Cutter,Leaf Blade,Brave Bird,9,14,3,50000
Pichu,57.1,172,electric,none,71.4,57.1,83,338746,50,492,Thunder Shock,Thunder Punch,Disarming Voice,5,5,1,10000
Drilbur,56.8,529,ground,none,79.5,50,79,313847,14,500,Mud Slap,Drill Run,Rock Tomb,6,8,3,50000
Wingull,56.8,278,water,flying,74.9,49.9,89,332670,25.5,499,Water Gun,Ice Beam,Air Cutter,19,19,3,50000
Makuhita (Shadow),56.6,296,fighting,none,68.1,44.5,121,366489,24,500,Rock Smash,Cross Chop,Heavy Slam,5,8,3,50000
Buizel,56.5,418,water,none,77.1,45.9,90,318461,18,495,Water Gun,Aqua Jet,Swift,15,19,3,50000
Magby,56.5,240,fire,none,79.4,56.5,70,313669,14.5,499,Karate Chop,Fire Punch,Brick Break,5,5,5,10000
Surskit,56.5,283,bug,water,65.4,65.4,89,381068,25.5,499,Bug Bite,Signal Beam,Aqua Jet,19,15,1,10000
Mankey,56.4,56,fighting,none,83,51,71,300673,16.5,499,Karate Chop,Cross Chop,Brick Break,5,5,3,50000
Natu,56.4,177,psychic,flying,77.7,58.1,71,320529,17.5,500,Quick Attack,Drill Peck,Psyshock,5,6,3,50000
Pidove,56.4,519,normal,flying,66,58.9,97,377261,23,499,Air Slash,Aerial Ace,Heat Wave,5,9,1,10000
Deerling,56.2,585,normal,grass,66.1,61.1,93,375806,17,500,Tackle,Wild Charge,Seed Bomb,15,15,3,50000
Shellder,56.2,90,water,none,68.2,83.3,64,363318,17.5,498,Ice Shard,Icy Wind,Bubble Beam,5,4,3,50000
Yanma,56.2,193,bug,flying,76,51.5,83,324962,12.5,497,Wing Attack,Aerial Ace,Silver Wind,6,6,3,50000
Caterpie,56,10,bug,none,58.8,58.8,120,415189,50,494,Bug Bite,Struggle,,34,0,1,10000
Yungoos,56,734,normal,none,79.9,44,89,312742,21.5,500,Bite,Crunch,Hyper Fang,23,25,1,10000
Pancham,55.9,674,fighting,none,71.3,57.2,85,346484,12.5,497,Tackle,Body Slam,Crunch,12,15,3,50000
Cubchoo,55.7,613,ice,none,75.8,48.8,89,329661,18.5,500,Powder Snow,Icy Wind,Ice Punch,6,5,3,50000
Weedle,55.7,13,bug,poison,63.9,54.6,111,387185,50,498,Bug Bite,Return,Struggle,24,34,1,10000
Sandshrew (Shadow),55.6,27,ground,none,67.3,68.9,79,366425,15.5,499,Mud Shot,Rock Slide,Sand Tomb,5,5,3,50000
Tyrogue,55.6,236,fighting,none,61.1,65.2,103,410128,47,500,Rock Smash,Rock Slide,Brick Break,7,5,5,10000
Geodude (Alolan),55.5,74,rock,electric,70.9,71.9,69,351744,15,500,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Starly,55.5,396,normal,flying,72.9,50.2,92,336663,26.5,497,Quick Attack,Brave Bird,Aerial Ace,7,6,1,10000
Ekans (Shadow),55.3,23,poison,none,70.5,66.9,75,353746,20,500,Poison Sting,Poison Fang,Wrap,5,5,3,50000
Natu (Shadow),55.3,177,psychic,flying,77.7,58.1,71,320529,17.5,500,Peck,Drill Peck,Frustration,8,14,3,50000
Axew,55.2,610,dragon,none,79.5,55.5,71,313092,14,500,Scratch,Dragon Claw,Aqua Tail,18,18,5,75000
Omanyte,55.2,138,rock,water,75.6,74.2,59,330654,12.5,500,Mud Shot,Rock Blast,Brine,5,6,5,75000
Magnemite,55.1,81,electric,steel,85,65,53,292659,14,500,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Rattata (Alolan),55,19,dark,normal,74.3,58.5,77,334282,26.5,498,Quick Attack,Crunch,Hyper Fang,6,7,1,10000
Wurmple,54.3,265,bug,none,62.8,58.1,109,397270,39,499,Bug Bite,Struggle,,34,0,1,10000
Poochyena,54.1,261,dark,none,72.6,53.7,88,342831,29.5,500,Snarl,Crunch,Poison Fang,4,4,1,10000
Shellos,54.1,422,water,none,58.9,66.1,107,416798,17,497,Hidden Power (Bug),Body Slam,Mud Bomb,5,5,3,50000
Kricketot,53.8,401,bug,none,50.4,74.8,108,407224,50,453,Bug Bite,Struggle,,34,0,1,10000
Larvesta,53.8,636,bug,fire,77.1,55.4,76,324457,13,500,Bug Bite,Bug Buzz,Flame Charge,20,17,5,75000
Shellder (Shadow),53.8,90,water,none,68.2,83.3,64,363318,17.5,498,Ice Shard,Icy Wind,Bubble Beam,5,4,3,50000
Makuhita,53.7,296,fighting,none,68.1,44.5,121,366489,24,500,Rock Smash,Cross Chop,Heavy Slam,5,8,3,50000
Mr. Mime (Galarian),53.5,122,ice,psychic,75.5,73.5,59,327576,9,497,Confusion,Ice Punch,Psychic,4,5,5,75000
Venipede,53,543,bug,poison,62.6,77.7,82,398746,29,499,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Murkrow (Shadow),52.8,198,dark,flying,84.3,45.8,77,296918,11.5,500,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Bagon (Shadow),52.4,371,dragon,none,75.9,57.7,75,328422,16,500,Ember,Crunch,Flamethrower,8,10,5,75000
Omanyte (Shadow),52.4,138,rock,water,75.6,74.2,59,330654,12.5,500,Mud Shot,Rock Blast,Brine,5,6,5,75000
Togepi,52.4,175,fairy,none,53.1,95.9,92,468711,31,499,Hidden Power (Ground),Psyshock,Dazzling Gleam,6,9,3,10000
Gulpin,52.1,316,poison,none,54.5,73,115,457370,23,499,Rock Smash,Sludge,Ice Beam,6,8,1,10000
Taillow,52.1,276,normal,flying,74.9,49.9,89,332670,25.5,499,Quick Attack,Aerial Ace,,6,0,1,10000
Glameow,51.9,431,normal,none,69.2,58.8,88,357732,21,497,Quick Attack,Thunderbolt,Aerial Ace,7,6,3,50000
Bagon,51.4,371,dragon,none,75.9,57.7,75,328422,16,500,Ember,Crunch,Flamethrower,8,10,5,75000
Lillipup,51.4,506,normal,none,68.6,61.8,85,360317,21,497,Tackle,Thunderbolt,Rock Tomb,19,20,1,10000
Voltorb,51.4,100,electric,none,66.7,70.8,79,372757,19.5,498,Spark,Discharge,Signal Beam,6,7,3,50000
Bunnelby,51.2,659,normal,none,58.3,70.5,103,423624,44,498,Quick Attack,Earthquake,Bulldoze,9,8,1,10000
Snover,51.1,459,grass,ice,64.6,64.6,91,379448,16.5,496,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Sneasel (Shadow),50.8,215,dark,ice,79.1,62.3,64,315609,9,500,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Starly (Shadow),50.8,396,normal,flying,72.9,50.2,92,336663,26.5,497,Quick Attack,Brave Bird,Aerial Ace,7,6,1,10000
Murkrow,50.7,198,dark,flying,84.3,45.8,77,296918,11.5,500,Feint Attack,Drill Peck,Foul Play,7,8,3,50000
Pikipek,50.6,731,normal,flying,85.7,44.7,75,287236,21,497,Peck,Aerial Ace,Drill Peck,9,8,1,10000
Snover (Shadow),50.2,459,grass,ice,64.6,64.6,91,379448,16.5,496,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Drifloon (Shadow),50.1,425,ghost,flying,65.7,50.8,114,380358,16,500,Astonish,Frustration,Icy Wind,8,5,5,75000
Inkay,50.1,686,dark,psychic,63.2,66.3,94,393604,21.5,500,Peck,Night Slash,Psybeam,7,12,3,50000
Meltan,49.7,808,steel,none,69.7,64.6,79,355817,18,500,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Rattata (Alolan) (Shadow),49.4,19,dark,normal,74.3,58.5,77,334282,26.5,498,Quick Attack,Crunch,Frustration,6,9,1,10000
Smoochum,49.4,238,ice,psychic,80.4,52.9,72,306161,14.5,496,Powder Snow,Ice Punch,Psyshock,5,6,5,10000
Vulpix (Alolan) (Shadow),49.3,37,ice,none,64,77.3,79,390846,22.5,500,Powder Snow,Blizzard,Dark Pulse,10,7,3,50000
Cherubi,49.2,420,grass,none,68.6,62.4,85,363884,21,499,Bullet Seed,Seed Bomb,Dazzling Gleam,4,6,1,10000
Gastly,49.1,92,ghost,poison,99.9,42.1,59,248069,15.5,499,Lick,Sludge Bomb,Dark Pulse,17,17,3,50000
Sneasel,48.9,215,dark,ice,79.1,62.3,64,315609,9,500,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Misdreavus,48.8,200,ghost,none,72.2,71,67,343585,10,498,Hex,Dark Pulse,Ominous Wind,5,4,3,50000
Porygon,48.8,137,normal,none,69.6,66,77,353667,11,499,Quick Attack,Discharge,Hyper Beam,6,10,3,50000
Froakie,48.7,656,water,none,74.9,58.4,76,332500,19.5,499,Bubble,Surf,Aerial Ace,4,5,3,10000
Magnemite (Shadow),48.5,81,electric,steel,85,65,53,292659,14,500,Thunder Shock,Magnet Bomb,Discharge,5,5,3,50000
Teddiursa,48.4,216,normal,none,75,53.5,83,332849,14,500,Lick,Cross Chop,Crunch,12,15,3,50000
Doduo,48.3,84,normal,flying,86.8,51.5,64,286264,15.5,499,Quick Attack,Brave Bird,Drill Peck,7,5,3,50000
Swirlix,48.2,684,fairy,none,61.3,70.5,93,402274,16.5,497,Tackle,Energy Ball,Draining Kiss,19,19,3,50000
Tangela,48.2,114,grass,none,72.5,70.2,67,340679,8.5,497,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Kabuto,48,140,rock,water,76.5,77,55,323794,14,499,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Teddiursa (Shadow),47.9,216,normal,none,75,53.5,83,332849,14,500,Lick,Cross Chop,Crunch,12,15,3,50000
Treecko,47.9,252,grass,none,73.7,61.8,74,336815,18,498,Bullet Seed,Grass Knot,Aerial Ace,4,4,3,10000
Phanpy (Shadow),47.5,231,ground,none,60.4,58.8,117,415256,16,500,Rock Smash,Body Slam,Bulldoze,5,9,3,50000
Tangela (Shadow),47.5,114,grass,none,72.5,70.2,67,340679,8.5,497,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Bellsprout (Shadow),47.1,69,grass,poison,82.1,41.9,88,302898,19,500,Vine Whip,Power Whip,Sludge Bomb,7,7,3,50000
Skitty,47.1,300,normal,none,61.6,62.3,105,403582,27.5,500,Feint Attack,Wild Charge,Disarming Voice,8,8,3,50000
Bellsprout,46.9,69,grass,poison,82.1,41.9,88,302898,19,500,Vine Whip,Power Whip,Sludge Bomb,7,7,3,50000
Remoraid,46.9,223,water,none,80.2,49.6,77,306177,21,495,Mud Shot,Rock Blast,Water Pulse,5,7,1,10000
Phanpy,46.6,231,ground,none,60.4,58.8,117,415256,16,500,Rock Smash,Body Slam,Rock Slide,5,7,3,50000
Sandshrew (Alolan) (Shadow),46.6,27,ice,steel,67.1,72.7,76,371236,14.5,500,Metal Claw,Blizzard,Frustration,13,12,3,50000
Voltorb (Shadow),46.4,100,electric,none,66.7,70.8,79,372757,19.5,498,Spark,Discharge,Frustration,6,9,3,50000
Glameow (Shadow),46.2,431,normal,none,69.2,58.8,88,357732,21,497,Quick Attack,Aerial Ace,Frustration,6,9,3,50000
Misdreavus (Shadow),46.1,200,ghost,none,72.2,71,67,343585,10,498,Hex,Dark Pulse,Ominous Wind,5,4,3,50000
Blitzle,45.8,522,electric,none,76.8,48.9,86,323218,21.5,498,Spark,Discharge,Flame Charge,6,7,3,50000
Flabebe,45.8,669,fairy,none,64.4,75.8,79,385570,18.5,499,Tackle,Dazzling Gleam,Petal Blizzard,24,22,3,50000
Shuppet (Shadow),45.7,353,ghost,none,82.7,45.3,80,300139,18,499,Feint Attack,Ominous Wind,Shadow Sneak,8,8,3,50000
Diglett (Alolan) (Shadow),45.6,50,ground,steel,80.6,66.9,57,307267,29,499,Metal Claw,Dig,Frustration,14,12,3,50000
Poochyena (Shadow),45.5,261,dark,none,72.6,53.7,88,342831,29.5,500,Snarl,Crunch,Poison Fang,4,4,1,10000
Fomantis,44.4,753,grass,none,71.5,53.6,90,345263,26.5,497,Fury Cutter,Energy Ball,Grass Knot,14,13,3,50000
Foongus (Shadow),43.7,590,grass,poison,60.9,61.5,109,408690,20,499,Astonish,Body Slam,Energy Ball,4,7,3,50000
Joltik (Shadow),43.3,595,bug,electric,67.2,64.4,86,372038,18.5,500,Charge Beam,Bug Buzz,Cross Poison,6,4,3,50000
Treecko (Shadow),43.3,252,grass,none,73.7,61.8,74,336815,18,498,Bullet Seed,Aerial Ace,Energy Ball,4,5,3,10000
Corphish,43.1,341,water,none,77.5,58.8,71,323354,16,500,Bubble,Aqua Jet,Vise Grip,5,4,3,50000
Anorith (Shadow),43,347,rock,bug,85.2,52.8,65,292025,12,499,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Electrike,43,309,electric,none,74.7,55.6,79,327756,20,496,Spark,Discharge,Thunderbolt,6,7,3,50000
Diglett,42.9,50,ground,none,82,64.9,57,303389,28.5,499,Mud Shot,Mud Bomb,Return,5,8,3,50000
Shuppet,42.5,353,ghost,none,82.7,45.3,80,300139,18,499,Feint Attack,Ominous Wind,Shadow Sneak,8,8,3,50000
Pumpkaboo (Super),42.4,710,ghost,grass,64.7,70,85,384638,15.5,500,Astonish,Foul Play,Grass Knot,5,6,5,75000
Shinx,42.4,403,electric,none,75.4,48.2,90,326814,22.5,498,Spark,Discharge,Thunderbolt,6,7,5,75000
Solosis,42.4,577,psychic,none,87,47.5,69,284981,14,499,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Krabby,42.2,98,water,none,86.1,63,53,287313,11.5,497,Bubble,Vise Grip,Bubble Beam,4,4,3,50000
Pumpkaboo (Large),41.6,710,ghost,grass,65.7,71,81,378099,15.5,500,Astonish,Foul Play,Grass Knot,5,6,5,75000
Spoink,41,325,psychic,none,66.1,67.7,84,375838,14.5,499,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Anorith,40.4,347,rock,bug,85.2,52.8,65,292025,12,499,Struggle Bug,Cross Poison,Ancient Power,5,6,3,50000
Electrike (Shadow),40.4,309,electric,none,74.7,55.6,79,327756,20,496,Spark,Discharge,Thunderbolt,6,7,3,50000
Timburr,40.4,532,fighting,none,71.2,51.4,96,351275,14.5,500,Low Kick,Brick Break,Rock Tomb,7,12,5,75000
Helioptile,39.9,694,electric,normal,73.5,54.5,85,340186,21,500,Quick Attack,Bulldoze,Parabolic Charge,8,7,3,50000
Happiny,39.5,440,normal,none,33.6,77.3,201,522291,50,419,Pound,Psychic,,14,0,5,10000
Blitzle (Shadow),39.3,522,electric,none,76.8,48.9,86,323218,21.5,498,Quick Attack,Discharge,Flame Charge,6,7,3,50000
Koffing,39,109,poison,none,65.2,83.4,70,380401,16,497,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Yamask (Galarian),39,562,ground,ghost,59.6,92,76,416676,19.5,498,Astonish,Night Shade,Rock Tomb,7,7,3,50000
Shinx (Shadow),38.9,403,electric,none,75.4,48.2,90,326814,22.5,498,Spark,Discharge,Frustration,6,9,5,75000
Cacnea,38.8,331,grass,none,84.3,46,76,295144,15,499,Poison Sting,Grass Knot,Seed Bomb,6,5,3,50000
Trapinch,38.6,328,ground,none,86.4,47.6,70,287902,15,500,Mud Shot,Crunch,Sand Tomb,5,5,5,75000
Pumpkaboo (Average),38.1,710,ghost,grass,67.3,72.6,76,371346,15.5,500,Astonish,Foul Play,Grass Knot,5,6,5,75000
Golett (Shadow),38,622,ground,ghost,70.5,57.2,87,350861,16,499,Astonish,Brick Break,Frustration,4,8,5,75000
Cacnea (Shadow),37.4,331,grass,none,84.3,46,76,295144,15,499,Poison Sting,Brick Break,Frustration,4,8,3,50000
Pumpkaboo (Small),36.8,710,ghost,grass,68.4,73.2,73,365521,16,500,Astonish,Foul Play,Grass Knot,5,6,5,75000
Trapinch (Shadow),35.6,328,ground,none,86.4,47.6,70,287902,15,500,Mud Shot,Crunch,Sand Tomb,5,5,5,75000
Mienfoo,35.4,619,fighting,none,81.5,55,68,304609,13.5,499,Low Kick,Brick Break,Focus Blast,7,15,3,50000
Koffing (Shadow),34.8,109,poison,none,65.2,83.4,70,380401,16,497,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Phantump,34.5,708,ghost,grass,72.1,63.1,76,345973,17.5,499,Astonish,Foul Play,Seed Bomb,5,5,5,75000
Yamask,34.5,562,ghost,none,59.6,92,76,416676,19.5,498,Astonish,Shadow Ball,Dark Pulse,7,6,3,50000
Tynamo,34.4,602,electric,none,72.1,57.5,83,344124,24.5,498,Spark,Struggle,,13,0,1,10000
Carvanha,34.3,318,water,dark,101.4,30.6,79,245281,18,499,Snarl,Crunch,Poison Fang,4,4,3,50000
Feebas,33.9,349,water,none,37,84,84,260976,50,310,Tackle,Mirror Coat,,19,0,5,75000
Carvanha (Shadow),32.9,318,water,dark,101.4,30.6,79,245281,18,499,Snarl,Crunch,Poison Fang,4,4,3,50000
Cleffa,32.5,173,fairy,none,58.5,69.6,105,427887,31.5,500,Pound,Body Slam,Grass Knot,9,13,1,10000
Munna,30.7,517,psychic,none,63.5,58.1,106,390744,16.5,500,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Popplio,27.3,728,water,none,68.3,65,81,359555,17,497,Pound,Aqua Jet,Aqua Tail,12,9,3,10000
Porygon (Shadow),25.8,137,normal,none,69.6,66,77,353667,11,499,Charge Beam,Discharge,Signal Beam,5,5,3,50000
Whismur,25.4,293,normal,none,69.8,41,124,354820,29,498,Astonish,Stomp,Disarming Voice,5,5,1,10000
Beldum (Shadow),25.3,374,steel,psychic,59.1,87.8,80,415502,20,495,Take Down,Struggle,Frustration,13,9,5,75000
Trubbish,24.9,568,poison,none,60,79.8,87,416236,19,500,Take Down,Seed Bomb,Gunk Shot,6,10,3,50000
Beldum,24.2,374,steel,psychic,59.1,87.8,80,415502,20,495,Take Down,Struggle,,13,0,5,75000
Chingling,24.1,433,psychic,none,70.1,62.1,82,356683,18.5,500,Astonish,Psyshock,Shadow Ball,5,7,5,10000
Whismur (Shadow),23.5,293,normal,none,69.8,41,124,354820,29,498,Astonish,Disarming Voice,Flamethrower,5,7,1,10000
Slakoth,19.9,287,normal,none,63.7,61.3,99,386929,19.5,498,Yawn,Body Slam,Night Slash,3,3,5,75000
Abra (Shadow),19.2,63,psychic,none,98.5,47.5,53,247833,14,498,Charge Beam,Psyshock,Shadow Ball,5,5,3,50000
Abra,19,63,psychic,none,98.5,47.5,53,247833,14,498,Charge Beam,Psyshock,Shadow Ball,5,5,3,50000
Cranidos,18.8,408,rock,none,95.1,35.9,76,259459,10,499,Take Down,Ancient Power,Bulldoze,6,8,5,75000
Wailmer (Shadow),15.8,320,water,none,67.9,38.5,140,366407,13,500,Splash,Body Slam,Frustration,3,6,1,10000
Magikarp,5.6,129,water,none,37,84,84,260976,50,310,Splash,Return,Struggle,6,9,1,10000
Spoink (Shadow),5,325,psychic,none,66.1,67.7,84,375838,14.5,499,Splash,Frustration,Mirror Coat,6,5,1,10000
Magikarp (Shadow),4.8,129,water,none,37,84,84,260976,50,310,Splash,Struggle,Frustration,9,6,1,10000
